fund,year,return_type,dnb_compounded_annual_return,n_quarters,quarters_present,annual_sample_status
Cosun,2018,return_after_ter,-0.018185229615667153,4,"1,2,3,4",complete_year
Cosun,2019,return_after_ter,0.14698431990029825,4,"1,2,3,4",complete_year
Cosun,2020,return_after_ter,0.044670104425401425,4,"1,2,3,4",complete_year
Cosun,2021,return_after_ter,0.015247798543343904,4,"1,2,3,4",complete_year
Cosun,2022,return_after_ter,-0.22377255794237205,4,"1,2,3,4",complete_year
Cosun,2023,return_after_ter,0.06640011406091517,4,"1,2,3,4",complete_year
Cosun,2024,return_after_ter,0.07178206175906632,4,"1,2,3,4",complete_year
DHL Nederland,2015,return_after_ter,0.011949889142516712,4,"1,2,3,4",complete_year
DHL Nederland,2016,return_after_ter,0.09695298508409933,4,"1,2,3,4",complete_year
DHL Nederland,2017,return_after_ter,0.057160319935557924,4,"1,2,3,4",complete_year
DHL Nederland,2018,return_after_ter,-0.03156786718286153,4,"1,2,3,4",complete_year
DHL Nederland,2019,return_after_ter,0.14833253170581595,4,"1,2,3,4",complete_year
DHL Nederland,2020,return_after_ter,0.06156748606052864,4,"1,2,3,4",complete_year
DHL Nederland,2021,return_after_ter,0.08674616114382472,4,"1,2,3,4",complete_year
DHL Nederland,2022,return_after_ter,-0.18345646045323427,4,"1,2,3,4",complete_year
DHL Nederland,2023,return_after_ter,0.04489526441286795,4,"1,2,3,4",complete_year
DHL Nederland,2024,return_after_ter,0.1254381912237823,4,"1,2,3,4",complete_year
Delta Lloyd,2017,return_after_ter,0.016062867868726682,4,"1,2,3,4",complete_year
Delta Lloyd,2018,return_after_ter,-0.003838036689529978,4,"1,2,3,4",complete_year
Delta Lloyd,2019,return_after_ter,0.19375795001406448,4,"1,2,3,4",complete_year
Delta Lloyd,2020,return_after_ter,0.10207185855799694,4,"1,2,3,4",complete_year
Delta Lloyd,2021,return_after_ter,-0.009467405693254216,4,"1,2,3,4",complete_year
Delta Lloyd,2022,return_after_ter,-0.26377574475638665,4,"1,2,3,4",complete_year
Delta Lloyd,2023,return_after_ter,0.08066102264882691,4,"1,2,3,4",complete_year
Delta Lloyd,2024,return_after_ter,0.08470312780976408,4,"1,2,3,4",complete_year
Detailhandel,2015,return_after_ter,-0.007312023108088539,4,"1,2,3,4",complete_year
Detailhandel,2016,return_after_ter,0.13246721304826536,4,"1,2,3,4",complete_year
Detailhandel,2017,return_after_ter,0.03112171418007459,4,"1,2,3,4",complete_year
Detailhandel,2018,return_after_ter,0.004145385698497206,4,"1,2,3,4",complete_year
Detailhandel,2019,return_after_ter,0.2660116403794195,4,"1,2,3,4",complete_year
Detailhandel,2020,return_after_ter,0.14085552200130658,4,"1,2,3,4",complete_year
Detailhandel,2021,return_after_ter,0.010013024757492994,4,"1,2,3,4",complete_year
Detailhandel,2022,return_after_ter,-0.2710426440448158,4,"1,2,3,4",complete_year
Detailhandel,2023,return_after_ter,0.08932037184191688,4,"1,2,3,4",complete_year
Detailhandel,2024,return_after_ter,0.09001628060794165,4,"1,2,3,4",complete_year
Dierenartsen,2015,return_after_ter,-0.003914691863474706,4,"1,2,3,4",complete_year
Dierenartsen,2016,return_after_ter,0.10114299415024952,4,"1,2,3,4",complete_year
Dierenartsen,2017,return_after_ter,0.040585406592408946,4,"1,2,3,4",complete_year
Dierenartsen,2018,return_after_ter,-0.005837570882620491,4,"1,2,3,4",complete_year
Dierenartsen,2019,return_after_ter,0.18242198856396707,4,"1,2,3,4",complete_year
Dierenartsen,2020,return_after_ter,0.09445015806780277,4,"1,2,3,4",complete_year
Dierenartsen,2021,return_after_ter,0.02917282866303328,4,"1,2,3,4",complete_year
Dierenartsen,2022,return_after_ter,-0.23857414518383802,4,"1,2,3,4",complete_year
Dierenartsen,2023,return_after_ter,0.07384127990269773,4,"1,2,3,4",complete_year
Dierenartsen,2024,return_after_ter,0.08482566571188466,4,"1,2,3,4",complete_year
Dow,2015,return_after_ter,0.017494300245807004,4,"1,2,3,4",complete_year
Dow,2016,return_after_ter,0.08782586676547544,4,"1,2,3,4",complete_year
Dow,2017,return_after_ter,0.04225867083835566,4,"1,2,3,4",complete_year
Dow,2018,return_after_ter,-0.018103385657459392,4,"1,2,3,4",complete_year
Dow,2019,return_after_ter,0.146706159369125,4,"1,2,3,4",complete_year
Dow,2020,return_after_ter,0.08341346572697872,4,"1,2,3,4",complete_year
Dow,2021,return_after_ter,-0.020001907618673154,4,"1,2,3,4",complete_year
Dow,2022,return_after_ter,-0.24974768711036255,4,"1,2,3,4",complete_year
Dow,2023,return_after_ter,0.07000058422013788,4,"1,2,3,4",complete_year
Dow,2024,return_after_ter,0.037658988387849535,4,"1,2,3,4",complete_year
Ecolab,2015,return_after_ter,-0.007010228801018092,4,"1,2,3,4",complete_year
Ecolab,2016,return_after_ter,0.07306571978193466,4,"1,2,3,4",complete_year
Ecolab,2017,return_after_ter,0.03993589600074987,4,"1,2,3,4",complete_year
Ecolab,2018,return_after_ter,-0.026756643499220578,4,"1,2,3,4",complete_year
Ecolab,2019,return_after_ter,0.1830104711736742,4,"1,2,3,4",complete_year
Ecolab,2020,return_after_ter,0.1091732810861874,4,"1,2,3,4",complete_year
Ecolab,2021,return_after_ter,0.03967955155374847,4,"1,2,3,4",complete_year
Ecolab,2022,return_after_ter,-0.1879625372156598,4,"1,2,3,4",complete_year
Ecolab,2023,return_after_ter,0.11188746452953091,4,"1,2,3,4",complete_year
Ecolab,2024,return_after_ter,0.1049325086518138,4,"1,2,3,4",complete_year
Essity,2015,return_after_ter,0.006332896745083971,4,"1,2,3,4",complete_year
Essity,2016,return_after_ter,0.08987137548179658,4,"1,2,3,4",complete_year
Essity,2017,return_after_ter,0.04881316556254789,4,"1,2,3,4",complete_year
Essity,2018,return_after_ter,-0.019013577584504837,4,"1,2,3,4",complete_year
Essity,2019,return_after_ter,0.18524872102538392,4,"1,2,3,4",complete_year
Essity,2020,return_after_ter,0.07005773282132721,4,"1,2,3,4",complete_year
Essity,2021,return_after_ter,0.03863091026229237,4,"1,2,3,4",complete_year
Essity,2022,return_after_ter,-0.2131956915180856,4,"1,2,3,4",complete_year
Essity,2023,return_after_ter,0.08894721483505674,4,"1,2,3,4",complete_year
Essity,2024,return_after_ter,0.09120601104606019,4,"1,2,3,4",complete_year
Flexsecurity,2018,return_after_ter,0.004702527337883122,1,4,incomplete_year
Flexsecurity,2019,return_after_ter,0.07284126455784401,4,"1,2,3,4",complete_year
Flexsecurity,2020,return_after_ter,0.03296176993605404,4,"1,2,3,4",complete_year
Flexsecurity,2021,return_after_ter,0.028852383307524487,4,"1,2,3,4",complete_year
Flexsecurity,2022,return_after_ter,-0.1495300002557146,4,"1,2,3,4",complete_year
Flexsecurity,2023,return_after_ter,0.08938230674781078,4,"1,2,3,4",complete_year
Flexsecurity,2024,return_after_ter,0.09031531060148734,4,"1,2,3,4",complete_year
Forbo,2015,return_after_ter,-0.0033940837793623446,4,"1,2,3,4",complete_year
Forbo,2016,return_after_ter,0.11675634989268002,4,"1,2,3,4",complete_year
Forbo,2017,return_after_ter,0.03460289868887112,4,"1,2,3,4",complete_year
Forbo,2018,return_after_ter,-0.018152926305192385,4,"1,2,3,4",complete_year
Forbo,2019,return_after_ter,0.20220264419344303,4,"1,2,3,4",complete_year
Forbo,2020,return_after_ter,0.1097638904437852,4,"1,2,3,4",complete_year
Forbo,2021,return_after_ter,-0.0009350150273500502,4,"1,2,3,4",complete_year
Forbo,2022,return_after_ter,-0.2603236243833801,4,"1,2,3,4",complete_year
Forbo,2023,return_after_ter,0.09606239693467189,4,"1,2,3,4",complete_year
Forbo,2024,return_after_ter,0.07940898550053022,4,"1,2,3,4",complete_year
Fysiotherapeuten,2015,return_after_ter,0.01406423816687119,4,"1,2,3,4",complete_year
Fysiotherapeuten,2016,return_after_ter,0.09836205540957588,4,"1,2,3,4",complete_year
Fysiotherapeuten,2017,return_after_ter,0.048068543077733006,4,"1,2,3,4",complete_year
Fysiotherapeuten,2018,return_after_ter,-0.0027422793101367082,4,"1,2,3,4",complete_year
Fysiotherapeuten,2019,return_after_ter,0.17094757873634792,4,"1,2,3,4",complete_year
Fysiotherapeuten,2020,return_after_ter,0.07993019207207719,4,"1,2,3,4",complete_year
Fysiotherapeuten,2021,return_after_ter,0.04350670633807474,4,"1,2,3,4",complete_year
Fysiotherapeuten,2022,return_after_ter,-0.21628518591667778,4,"1,2,3,4",complete_year
Fysiotherapeuten,2023,return_after_ter,0.03520887022859287,4,"1,2,3,4",complete_year
Fysiotherapeuten,2024,return_after_ter,0.05820682289153156,4,"1,2,3,4",complete_year
Gasunie,2015,return_after_ter,0.007340719362787462,4,"1,2,3,4",complete_year
Gasunie,2016,return_after_ter,0.08742091415766073,4,"1,2,3,4",complete_year
Gasunie,2017,return_after_ter,0.06866359857694415,4,"1,2,3,4",complete_year
Gasunie,2018,return_after_ter,-0.036105947528406346,4,"1,2,3,4",complete_year
Gasunie,2019,return_after_ter,0.2286540256457219,4,"1,2,3,4",complete_year
Gasunie,2020,return_after_ter,0.0932240995471676,4,"1,2,3,4",complete_year
Gasunie,2021,return_after_ter,0.11394229320987614,4,"1,2,3,4",complete_year
Gasunie,2022,return_after_ter,-0.17121460609191297,4,"1,2,3,4",complete_year
Gasunie,2023,return_after_ter,0.11183601516859976,4,"1,2,3,4",complete_year
Gasunie,2024,return_after_ter,0.11350414826848576,4,"1,2,3,4",complete_year
Gazelle psf,2015,return_after_ter,-0.0012546880660793125,4,"1,2,3,4",complete_year
Gazelle psf,2016,return_after_ter,0.09230738840594377,4,"1,2,3,4",complete_year
Gazelle psf,2017,return_after_ter,0.051044575302983564,4,"1,2,3,4",complete_year
Gazelle psf,2018,return_after_ter,-0.045574989615402406,4,"1,2,3,4",complete_year
Gazelle psf,2019,return_after_ter,0.2431220059852497,4,"1,2,3,4",complete_year
Gazelle psf,2020,return_after_ter,0.12304458449633815,4,"1,2,3,4",complete_year
Gazelle psf,2021,return_after_ter,0.022843459758387752,4,"1,2,3,4",complete_year
Gazelle psf,2022,return_after_ter,-0.2584551580399531,4,"1,2,3,4",complete_year
Gazelle psf,2023,return_after_ter,0.10471725939494791,4,"1,2,3,4",complete_year
Gazelle psf,2024,return_after_ter,0.10409588074773457,4,"1,2,3,4",complete_year
Geveke,2015,return_after_ter,0.02712869461586398,4,"1,2,3,4",complete_year
Geveke,2016,return_after_ter,0.05302423232096065,4,"1,2,3,4",complete_year
Geveke,2017,return_after_ter,0.015658205447307783,4,"1,2,3,4",complete_year
Geveke,2018,return_after_ter,-0.02258724781824739,4,"1,2,3,4",complete_year
Geveke,2019,return_after_ter,0.06980461998538035,4,"1,2,3,4",complete_year
Geveke,2020,return_after_ter,0.018156054453135395,4,"1,2,3,4",complete_year
Geveke,2021,return_after_ter,0.022585372960011174,4,"1,2,3,4",complete_year
Geveke,2022,return_after_ter,-0.14306828777532,4,"1,2,3,4",complete_year
Geveke,2023,return_after_ter,0.07722999505338701,4,"1,2,3,4",complete_year
Geveke,2024,return_after_ter,0.057859256023347294,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2015,return_after_ter,0.039584225271714235,3,"1,2,4",incomplete_year
Grolsche bierbrouwerij,2016,return_after_ter,0.09093756679051035,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2017,return_after_ter,0.02512933566932407,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2018,return_after_ter,-0.019541050251554948,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2019,return_after_ter,0.1649189778914968,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2020,return_after_ter,0.05192762574693788,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2021,return_after_ter,-0.029906500536097336,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2022,return_after_ter,-0.26998536239791215,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2023,return_after_ter,0.0995019973211071,4,"1,2,3,4",complete_year
Grolsche bierbrouwerij,2024,return_after_ter,0.07278179421722952,4,"1,2,3,4",complete_year
Groothandel,2015,return_after_ter,0.0002367533925351495,4,"1,2,3,4",complete_year
Groothandel,2016,return_after_ter,0.11953650553588924,4,"1,2,3,4",complete_year
Groothandel,2017,return_after_ter,0.02159762512750074,4,"1,2,3,4",complete_year
Groothandel,2018,return_after_ter,-0.003801085806372173,4,"1,2,3,4",complete_year
Groothandel,2019,return_after_ter,0.25021934284019487,4,"1,2,3,4",complete_year
Groothandel,2020,return_after_ter,0.17114297617167096,4,"1,2,3,4",complete_year
Groothandel,2021,return_after_ter,-0.020909730755784506,4,"1,2,3,4",complete_year
Groothandel,2022,return_after_ter,-0.3116939359467167,4,"1,2,3,4",complete_year
Groothandel,2023,return_after_ter,0.11432966091127295,4,"1,2,3,4",complete_year
Groothandel,2024,return_after_ter,0.08976624326637372,4,"1,2,3,4",complete_year
HAL,2015,return_after_ter,0.05380823216896502,4,"1,2,3,4",complete_year
HAL,2016,return_after_ter,0.025167381998235205,4,"1,2,3,4",complete_year
HAL,2017,return_after_ter,0.09248176519049855,4,"1,2,3,4",complete_year
HAL,2018,return_after_ter,-0.13648274596300303,4,"1,2,3,4",complete_year
HAL,2019,return_after_ter,0.15380334063207268,4,"1,2,3,4",complete_year
HAL,2020,return_after_ter,0.0244504756383519,4,"1,2,3,4",complete_year
HAL,2021,return_after_ter,0.16708461005955688,4,"1,2,3,4",complete_year
HAL,2022,return_after_ter,-0.1975479508300355,4,"1,2,3,4",complete_year
HAL,2023,return_after_ter,0.15652326248488646,4,"1,2,3,4",complete_year
HAL,2024,return_after_ter,0.09834233259052305,4,"1,2,3,4",complete_year
Hagee,2015,return_after_ter,0.01952921768198812,4,"1,2,3,4",complete_year
Hagee,2016,return_after_ter,0.08324256832346388,4,"1,2,3,4",complete_year
Hagee,2017,return_after_ter,0.0289283069224191,4,"1,2,3,4",complete_year
Hagee,2018,return_after_ter,-0.019880017855949172,4,"1,2,3,4",complete_year
Hagee,2019,return_after_ter,0.18945597544746628,4,"1,2,3,4",complete_year
Hagee,2020,return_after_ter,0.10254475201926994,4,"1,2,3,4",complete_year
Hagee,2021,return_after_ter,0.02216092047237117,4,"1,2,3,4",complete_year
Hagee,2022,return_after_ter,-0.3041205691165608,4,"1,2,3,4",complete_year
Hagee,2023,return_after_ter,0.12504473372670133,4,"1,2,3,4",complete_year
Hagee,2024,return_after_ter,0.10784050264940603,4,"1,2,3,4",complete_year
HaskoningDHV,2018,return_after_ter,-0.04298304695523236,2,"3,4",incomplete_year
HaskoningDHV,2019,return_after_ter,0.1837801348864898,4,"1,2,3,4",complete_year
HaskoningDHV,2020,return_after_ter,0.0700871859392429,4,"1,2,3,4",complete_year
HaskoningDHV,2021,return_after_ter,0.08572095358120291,4,"1,2,3,4",complete_year
HaskoningDHV,2022,return_after_ter,-0.1983823872990158,4,"1,2,3,4",complete_year
HaskoningDHV,2023,return_after_ter,0.08329747038995028,4,"1,2,3,4",complete_year
HaskoningDHV,2024,return_after_ter,0.06763800142636689,4,"1,2,3,4",complete_year
Heineken,2015,return_after_ter,0.02216605243029779,4,"1,2,3,4",complete_year
Heineken,2016,return_after_ter,0.08359602314353931,4,"1,2,3,4",complete_year
Heineken,2017,return_after_ter,0.05271431972267138,4,"1,2,3,4",complete_year
Heineken,2018,return_after_ter,-0.019518338665151735,4,"1,2,3,4",complete_year
Heineken,2019,return_after_ter,0.12952777320237363,4,"1,2,3,4",complete_year
Heineken,2020,return_after_ter,0.010808403822892387,4,"1,2,3,4",complete_year
Heineken,2021,return_after_ter,0.11392944532873428,4,"1,2,3,4",complete_year
Heineken,2022,return_after_ter,-0.10519737792035755,4,"1,2,3,4",complete_year
Heineken,2023,return_after_ter,0.07546145219762002,4,"1,2,3,4",complete_year
Heineken,2024,return_after_ter,0.11714716242830625,4,"1,2,3,4",complete_year
Honeywell,2015,return_after_ter,0.031773116815295044,4,"1,2,3,4",complete_year
Honeywell,2016,return_after_ter,0.09324946460988404,4,"1,2,3,4",complete_year
Honeywell,2017,return_after_ter,0.0479069570003281,4,"1,2,3,4",complete_year
Honeywell,2018,return_after_ter,-0.03699951277774083,4,"1,2,3,4",complete_year
Honeywell,2019,return_after_ter,0.18936046085543845,4,"1,2,3,4",complete_year
Honeywell,2020,return_after_ter,0.1443502703738253,4,"1,2,3,4",complete_year
Honeywell,2021,return_after_ter,0.0448289244398008,4,"1,2,3,4",complete_year
Honeywell,2022,return_after_ter,-0.21814892349880344,4,"1,2,3,4",complete_year
Honeywell,2023,return_after_ter,0.08280873753115747,4,"1,2,3,4",complete_year
Honeywell,2024,return_after_ter,0.1140731075322381,4,"1,2,3,4",complete_year
Hoogovens,2015,return_after_ter,0.02225287377675067,4,"1,2,3,4",complete_year
Hoogovens,2016,return_after_ter,0.07541374958119307,4,"1,2,3,4",complete_year
Hoogovens,2017,return_after_ter,0.06776039377530241,4,"1,2,3,4",complete_year
Hoogovens,2018,return_after_ter,-0.01810743451171304,4,"1,2,3,4",complete_year
Hoogovens,2019,return_after_ter,0.15443039653660362,4,"1,2,3,4",complete_year
Hoogovens,2020,return_after_ter,0.059282772610154355,4,"1,2,3,4",complete_year
Hoogovens,2021,return_after_ter,0.07626623008083855,4,"1,2,3,4",complete_year
Hoogovens,2022,return_after_ter,-0.149884554825631,4,"1,2,3,4",complete_year
Hoogovens,2023,return_after_ter,0.10743188856978203,4,"1,2,3,4",complete_year
Hoogovens,2024,return_after_ter,0.0759263281103868,4,"1,2,3,4",complete_year
Horecabedrijf,2015,return_after_ter,-0.0032027451891618597,4,"1,2,3,4",complete_year
Horecabedrijf,2016,return_after_ter,0.11593025443974048,4,"1,2,3,4",complete_year
Horecabedrijf,2017,return_after_ter,0.04581575573400065,4,"1,2,3,4",complete_year
Horecabedrijf,2018,return_after_ter,-0.010573375983585875,4,"1,2,3,4",complete_year
Horecabedrijf,2019,return_after_ter,0.25771166611736374,4,"1,2,3,4",complete_year
Horecabedrijf,2020,return_after_ter,0.1359048910912044,4,"1,2,3,4",complete_year
Horecabedrijf,2021,return_after_ter,0.038500434855281096,4,"1,2,3,4",complete_year
Horecabedrijf,2022,return_after_ter,-0.28442237275567006,4,"1,2,3,4",complete_year
Horecabedrijf,2023,return_after_ter,0.09651573552576775,4,"1,2,3,4",complete_year
Horecabedrijf,2024,return_after_ter,0.08888955653304942,4,"1,2,3,4",complete_year
Huisartsen,2015,return_after_ter,0.0071754027647006335,4,"1,2,3,4",complete_year
Huisartsen,2016,return_after_ter,0.07829060875995597,4,"1,2,3,4",complete_year
Huisartsen,2017,return_after_ter,0.05146567088230247,4,"1,2,3,4",complete_year
Huisartsen,2018,return_after_ter,-0.01777712146519117,4,"1,2,3,4",complete_year
Huisartsen,2019,return_after_ter,0.15723058724783945,4,"1,2,3,4",complete_year
Huisartsen,2020,return_after_ter,0.05020362398830858,4,"1,2,3,4",complete_year
Huisartsen,2021,return_after_ter,0.02852782846698987,4,"1,2,3,4",complete_year
Huisartsen,2022,return_after_ter,-0.21066297409168333,4,"1,2,3,4",complete_year
Huisartsen,2023,return_after_ter,0.06504366717430354,4,"1,2,3,4",complete_year
Huisartsen,2024,return_after_ter,0.04177061067780863,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2015,return_after_ter,0.02166709918607257,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2016,return_after_ter,0.09399533683329553,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2017,return_after_ter,0.05108492678275223,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2018,return_after_ter,-0.023388197314336723,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2019,return_after_ter,0.16481588306271622,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2020,return_after_ter,0.07514679568714877,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2021,return_after_ter,0.05255381725173458,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2022,return_after_ter,-0.20684759314027668,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2023,return_after_ter,0.084925523282124,4,"1,2,3,4",complete_year
Huntsman Rozenburg,2024,return_after_ter,0.08466043364063358,4,"1,2,3,4",complete_year
IBM Nederland,2015,return_after_ter,-0.0019966425435166135,4,"1,2,3,4",complete_year
IBM Nederland,2016,return_after_ter,0.08658381058498565,4,"1,2,3,4",complete_year
IBM Nederland,2017,return_after_ter,0.021434130716607047,4,"1,2,3,4",complete_year
IBM Nederland,2018,return_after_ter,0.01586627495606674,4,"1,2,3,4",complete_year
IBM Nederland,2019,return_after_ter,0.10509978317980329,4,"1,2,3,4",complete_year
IBM Nederland,2020,return_after_ter,0.06601383602427413,4,"1,2,3,4",complete_year
IBM Nederland,2021,return_after_ter,0.06887736673989475,4,"1,2,3,4",complete_year
IBM Nederland,2022,return_after_ter,-0.19937085447620595,4,"1,2,3,4",complete_year
IBM Nederland,2023,return_after_ter,0.032656994556792496,4,"1,2,3,4",complete_year
IBM Nederland,2024,return_after_ter,-0.005489601394572663,4,"1,2,3,4",complete_year
IFF,2015,return_after_ter,-0.007497120599494478,3,"1,2,3",incomplete_year
IFF,2016,return_after_ter,0.1148094593771618,4,"1,2,3,4",complete_year
IFF,2017,return_after_ter,0.021220452643420984,4,"1,2,3,4",complete_year
IFF,2018,return_after_ter,0.003455590850342194,4,"1,2,3,4",complete_year
IFF,2019,return_after_ter,0.14865858817451993,4,"1,2,3,4",complete_year
IFF,2020,return_after_ter,0.08796379249289843,4,"1,2,3,4",complete_year
IFF,2021,return_after_ter,0.00108433289603993,4,"1,2,3,4",complete_year
IFF,2022,return_after_ter,-0.20185396939890776,4,"1,2,3,4",complete_year
IFF,2023,return_after_ter,0.06145864291212022,4,"1,2,3,4",complete_year
IFF,2024,return_after_ter,0.07979375676283618,4,"1,2,3,4",complete_year
IKEA,2015,return_after_ter,-0.03298883863060875,4,"1,2,3,4",complete_year
IKEA,2016,return_after_ter,0.13050963815330174,4,"1,2,3,4",complete_year
IKEA,2017,return_after_ter,0.049116797592563266,4,"1,2,3,4",complete_year
IKEA,2018,return_after_ter,-0.024507252738430796,4,"1,2,3,4",complete_year
IKEA,2019,return_after_ter,0.21926242973702714,4,"1,2,3,4",complete_year
IKEA,2020,return_after_ter,0.18918859109177966,4,"1,2,3,4",complete_year
IKEA,2021,return_after_ter,0.030988074353314188,4,"1,2,3,4",complete_year
IKEA,2022,return_after_ter,-0.2944579288436946,4,"1,2,3,4",complete_year
IKEA,2023,return_after_ter,0.09785587103756521,4,"1,2,3,4",complete_year
IKEA,2024,return_after_ter,0.13147248087844465,4,"1,2,3,4",complete_year
ING,2015,return_after_ter,0.008247272694485774,4,"1,2,3,4",complete_year
ING,2016,return_after_ter,0.10263179821831248,4,"1,2,3,4",complete_year
ING,2017,return_after_ter,0.005308915069556885,4,"1,2,3,4",complete_year
ING,2018,return_after_ter,0.009029496977845719,3,"2,3,4",incomplete_year
ING,2019,return_after_ter,0.1063197450821487,4,"1,2,3,4",complete_year
ING,2020,return_after_ter,0.09010094800723434,4,"1,2,3,4",complete_year
ING,2021,return_after_ter,0.0572766249780734,4,"1,2,3,4",complete_year
ING,2022,return_after_ter,-0.2099243946774585,4,"1,2,3,4",complete_year
ING,2023,return_after_ter,0.042914714026297096,4,"1,2,3,4",complete_year
ING,2024,return_after_ter,0.015509764977058138,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2015,return_after_ter,0.011246406286034683,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2016,return_after_ter,0.11133670357756786,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2017,return_after_ter,0.05278636363835143,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2018,return_after_ter,0.0010811699718000778,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2019,return_after_ter,0.18528311761582583,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2020,return_after_ter,0.14754680464077286,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2021,return_after_ter,0.0016029388984208914,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2022,return_after_ter,-0.28734047435199406,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2023,return_after_ter,0.09522780361079475,4,"1,2,3,4",complete_year
ING Bank CDC fonds,2024,return_after_ter,0.05283557629858504,4,"1,2,3,4",complete_year
KLM Algemeen,2015,return_after_ter,0.0016867366576092113,4,"1,2,3,4",complete_year
KLM Algemeen,2016,return_after_ter,0.08694532305246017,4,"1,2,3,4",complete_year
KLM Algemeen,2017,return_after_ter,0.07114252730684134,4,"1,2,3,4",complete_year
KLM Algemeen,2018,return_after_ter,-0.023664035081068846,4,"1,2,3,4",complete_year
KLM Algemeen,2019,return_after_ter,0.14879160434177363,4,"1,2,3,4",complete_year
KLM Algemeen,2020,return_after_ter,0.053647245834521406,4,"1,2,3,4",complete_year
KLM Algemeen,2021,return_after_ter,0.1005610178965235,4,"1,2,3,4",complete_year
KLM Algemeen,2022,return_after_ter,-0.1726113253496624,4,"1,2,3,4",complete_year
KLM Algemeen,2023,return_after_ter,0.07659926102106263,4,"1,2,3,4",complete_year
KLM Algemeen,2024,return_after_ter,0.09174702906426146,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2015,return_after_ter,0.01591897377965279,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2016,return_after_ter,0.07239680720641029,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2017,return_after_ter,0.06252646082709301,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2018,return_after_ter,-0.027370340681073024,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2019,return_after_ter,0.1312747821355107,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2020,return_after_ter,0.046340379139441445,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2021,return_after_ter,0.1547303380251006,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2022,return_after_ter,-0.1391094586318724,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2023,return_after_ter,0.059634265929737085,4,"1,2,3,4",complete_year
KLM Vliegend Personeel,2024,return_after_ter,0.05540145555147946,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2015,return_after_ter,-0.0013554508252265896,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2016,return_after_ter,0.09468590333468097,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2017,return_after_ter,0.07761776850702296,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2018,return_after_ter,-0.04046481188102713,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2019,return_after_ter,0.13964037218352576,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2020,return_after_ter,0.08237664104360887,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2021,return_after_ter,0.08367777839541235,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2022,return_after_ter,-0.2257336570554188,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2023,return_after_ter,0.08401728370350403,4,"1,2,3,4",complete_year
KLM-Cabinepersoneel,2024,return_after_ter,0.08190209734599607,4,"1,2,3,4",complete_year
KPN,2015,return_after_ter,0.031468670650864894,4,"1,2,3,4",complete_year
KPN,2016,return_after_ter,0.10737337165108873,4,"1,2,3,4",complete_year
KPN,2017,return_after_ter,0.06538770782882342,4,"1,2,3,4",complete_year
KPN,2018,return_after_ter,-0.024541566401938386,4,"1,2,3,4",complete_year
KPN,2019,return_after_ter,0.17645639723824758,4,"1,2,3,4",complete_year
KPN,2020,return_after_ter,0.08391237572462829,4,"1,2,3,4",complete_year
KPN,2021,return_after_ter,0.06692911239996291,4,"1,2,3,4",complete_year
KPN,2022,return_after_ter,-0.25152874867189545,4,"1,2,3,4",complete_year
